,app_number,patent_number,blocked_app,date,blocking_type
2830,"08/734,629",5917830,12174738,2012-07-20,103a
2831,"09/360,585",6295606,10467698,2011-11-30,103a
2832,"09/360,585",6295606,11523773,2011-06-22,102b
2833,"09/360,585",6295606,11155569,2011-01-19,103a
2834,"09/360,585",6295606,10467698,2011-08-09,103a
2835,"09/360,585",6295606,11155569,2011-06-17,103a
2836,"09/360,585",6295606,11523773,2011-02-01,102b
2837,"09/360,585",6295606,12715558,2012-08-13,103a
2838,"09/360,585",6295606,12722887,2012-07-19,103
2839,"11/433,278",7809282,12723857,2012-06-01,103a
2840,"10/640,856",6927432,13051036,2011-08-22,119a
2841,"10/600,487",7088220,12057950,2011-02-28,102b
2842,"10/600,487",7088220,12057950,2011-02-28,103a
2843,"10/600,487",7088220,11870309,2011-11-02,102b
2844,"10/600,487",7088220,12041193,2011-03-23,103a
2845,"10/600,487",7088220,12057950,2011-06-07,103a
2846,"10/600,487",7088220,12058083,2011-03-22,103a
2847,"10/600,487",7088220,12892489,2013-03-01,103a
2848,"10/600,487",7088220,12892489,2013-11-20,103a
2849,"10/600,487",7088220,12892489,2014-07-02,103a
2850,"10/600,487",7088220,12892489,2014-12-04,103a
2851,"09/244,145",6216015,12394145,2011-05-24,103a
2852,"09/244,145",6216015,12394145,2012-01-04,103a
2853,"08/954,653",5931513,12484313,2011-12-22,102b
2854,"11/695,951",7786901,11944708,2011-10-26,102e
2855,"11/274,653",7307523,12048403,2011-03-03,103a
2856,"11/274,653",7307523,12765573,2012-07-23,103a
2857,"11/274,653",7307523,12765573,2012-07-23,103a
2858,"11/317,157",7747004,11652068,2011-07-08,112
2859,"11/317,157",7747004,11652068,2011-07-08,112
2860,"09/774,893",7003045,12728359,2012-10-22,103a
2861,"09/212,672",6148206,11666997,2011-03-14,103a
2862,"09/212,672",6148206,11666997,2011-03-14,103a
2863,"09/212,672",6148206,11666997,2011-12-14,103a
2864,"09/212,672",6148206,11666997,2011-12-14,103a
2865,"09/175,050",6154485,10596613,2011-01-14,103a
2866,"09/175,050",6154485,10596613,2011-01-14,103a
2867,"09/175,050",6154485,10596613,2011-01-14,103a
2868,"10/683,760",7050773,11534393,2011-01-03,103a
2869,"09/071,732",6505055,12924706,2011-10-25,103
2870,"10/366,860",7269152,11592746,2011-08-25,103a
2871,"09/676,309",6542753,11349650,2011-06-21,103
2872,"09/711,105",6826388,11376502,2011-09-30,103a
2873,"09/711,105",6826388,11376502,2011-09-30,103a
2874,"09/711,105",6826388,11376502,2011-05-09,102e
2875,"09/711,105",6826388,11376502,2011-05-09,103a
2876,"09/711,105",6826388,11376502,2012-05-02,103a
2877,"09/711,105",6826388,11376502,2012-05-02,103a
2878,"09/711,105",6826388,11376502,2012-10-22,103a
2879,"09/711,105",6826388,11376502,2012-10-22,103a
2880,"10/200,846",6839542,11350519,2011-03-09,103a
2881,"10/200,846",6839542,11350519,2011-03-09,103a
2882,"10/200,846",6839542,11350519,2011-08-22,103a
2883,"10/200,846",6839542,11350519,2011-08-22,103a
2884,"11/613,354",7477196,11847152,2011-05-26,103a
2885,"10/651,576",6985138,11940546,2011-05-05,103a
2886,"09/543,277",6490256,11272452,2011-10-06,103a
2887,"09/543,277",6490256,11272452,2011-10-06,103a
2888,"09/543,277",6490256,11272452,2011-10-06,103a
2889,"09/543,277",6490256,11272452,2011-10-06,103a
2890,"09/543,277",6490256,11272452,2011-10-06,103a
2891,"10/368,709",6993296,12382525,2011-12-23,102b
2892,"10/368,709",6993296,12382525,2011-05-26,102b
2893,"11/013,865",7660431,12860560,2012-10-29,103a
2894,"10/518,140",7430174,10593707,2011-03-10,102e
2895,"10/518,140",7430174,10593707,2011-08-16,102e
2896,"09/938,046",6982752,12059733,2011-11-17,103a
2897,"09/938,046",6982752,12059733,2012-02-24,103a
2898,"10/001,495",7206044,13204210,2013-01-10,103a
2899,"09/243,677",6167235,12951974,2012-06-28,103a
2900,"09/243,677",6167235,12951974,2013-01-04,103a
2901,"11/026,785",7676362,12302071,2011-12-06,102e
2902,"11/420,359",7757148,12700508,2012-08-30,101
2903,"11/957,790",7796083,12946813,2011-04-28,103a
2904,"09/903,175",7218666,12161356,2011-07-12,103a
2905,"09/903,175",7218666,12161356,2012-01-31,103a
2906,"10/334,100",7212789,12697986,2011-03-07,102e
2907,"10/334,100",7212789,12302829,2011-05-11,103a
2908,"10/334,100",7212789,12302829,2011-05-11,103a
2909,"10/334,100",7212789,12302829,2011-05-11,103a
2910,"10/334,100",7212789,12302829,2011-05-11,103a
2911,"10/334,100",7212789,12302829,2011-05-11,103a
2912,"10/334,100",7212789,12917149,2011-02-17,103a
2913,"09/185,899",6341222,11766876,2011-01-06,103a
2914,"09/185,899",6341222,11766876,2011-01-06,103a
2915,"09/185,899",6341222,11766876,2011-01-06,103a
2916,"08/758,019",5867140,12020778,2011-06-09,103a
2917,"08/758,019",5867140,12020778,2011-06-09,103a
2918,"08/758,019",5867140,12980823,2013-06-27,103a
2919,"09/812,994",6975621,11256345,2011-08-05,103a
2920,"09/812,994",6975621,11256345,2011-08-05,103a
2921,"09/812,994",6975621,11256345,2011-02-11,103a
2922,"10/403,792",6988064,12042018,2011-06-21,101
2923,"08/848,853",5800937,11517089,2011-01-06,103a
2924,"08/848,853",5800937,11517089,2011-01-06,103a
2925,"08/848,853",5800937,11517089,2011-01-06,103a
2926,"08/848,853",5800937,11517089,2011-01-06,103a
2927,"08/848,853",5800937,11517089,2011-07-21,103a
2928,"08/848,853",5800937,11517089,2011-07-21,103a
2929,"08/848,853",5800937,11517089,2011-07-21,103a
2930,"08/704,042",5892769,12065646,2011-08-10,103a
2931,"08/704,042",5892769,12065646,2011-03-02,103a
2932,"10/431,249",6993342,12090637,2011-11-25,103a
2933,"10/431,249",6993342,12090637,2011-04-19,103a
2934,"08/564,460",5940452,11555656,2011-01-04,103a
2935,"09/902,327",6901603,10174384,2011-04-28,103a
2936,"09/902,327",6901603,10174384,2011-07-08,103a
2937,"09/902,327",6901603,10892533,2012-01-23,103a
2938,"09/902,327",6901603,10892533,2012-08-01,103a
2939,"09/799,436",6344727,12908495,2013-01-17,103a
2940,"10/568,140",7493087,12822026,2012-07-16,103a
2941,"09/867,015",6699611,13206845,2011-09-28,103a
2942,"10/284,745",6758303,11828804,2011-07-20,103a
2943,"10/284,745",6758303,11965077,2011-06-10,102b
2944,"10/284,745",6758303,11828804,2011-03-17,103a
2945,"10/284,745",6758303,12459346,2011-09-19,102
2946,"10/284,745",6758303,12459346,2011-09-19,103a
2947,"08/564,763",6023615,12094865,2011-04-11,102b
2948,"10/179,076",7243134,12847659,2012-09-04,103a
2949,"10/179,076",7243134,12847659,2012-09-04,103a
2950,"10/179,076",7243134,12847659,2012-04-24,103a
2951,"10/179,076",7243134,12847659,2012-04-24,103a
2952,"10/179,076",7243134,12847659,2012-04-24,103a
2953,"10/179,076",7243134,12847659,2012-04-24,103a
2954,"09/896,997",6765882,13045268,2012-12-18,103a
2955,"10/632,660",7315967,11298250,2011-02-17,103a
2956,"10/373,020",7103337,12726323,2011-08-10,102b
2957,"10/696,042",7684813,12178401,2011-04-20,102e
2958,"10/696,042",7684813,12178401,2011-12-27,103a
2959,"10/696,042",7684813,12178401,2012-06-05,103a
2960,"08/923,190",6173005,12121826,2011-06-13,103a
2961,"08/923,190",6173005,12708135,2011-12-14,103a
2962,"08/923,190",6173005,12708135,2011-12-14,102b
2963,"08/923,190",6173005,12121826,2011-01-10,103a
2964,"08/923,190",6173005,11748433,2012-01-03,103a
2965,"11/095,910",7262724,12678128,2012-01-27,103a
2966,"09/078,794",5933330,11849175,2011-07-12,103a
2967,"09/078,794",5933330,11947436,2011-06-09,103a
2968,"08/807,509",5912878,12517749,2011-02-02,103a
2969,"08/807,509",5912878,11154817,2011-03-18,103a
2970,"08/807,509",5912878,11154817,2011-03-18,103a
2971,"08/807,509",5912878,11154817,2011-03-18,103a
2972,"08/807,509",5912878,11154817,2011-10-17,112
2973,"09/273,236",6356708,12501975,2011-12-23,103a
2974,"09/273,236",6356708,12501975,2011-10-07,103a
2975,"09/273,236",6356708,12501975,2012-12-20,103a
2976,"09/273,236",6356708,12501975,2012-05-23,103a
2977,"08/900,588",6117585,12929998,2011-03-29,103
2978,"08/900,588",6117585,12929998,2011-11-22,103
2979,"09/235,952",6321197,12400488,2012-07-20,103a
2980,"10/955,395",7102577,12009049,2012-03-28,103
2981,"09/152,645",6426983,12601958,2011-11-30,102b
2982,"09/152,645",6426983,12601958,2011-11-30,103a
2983,"09/152,645",6426983,12601958,2011-11-30,103a
2984,"09/152,645",6426983,12650410,2011-09-30,103a
2985,"09/152,645",6426983,12473899,2012-06-28,119
2986,"09/152,645",6426983,12473899,2012-06-28,103
2987,"09/152,645",6426983,12473899,2012-06-28,103a
2988,"09/152,645",6426983,13551440,2012-11-08,103a
2989,"09/152,645",6426983,13551440,2012-11-08,103a
2990,"09/152,645",6426983,12473899,2012-02-06,119
2991,"09/152,645",6426983,12473899,2012-02-06,103a
2992,"09/152,645",6426983,13551442,2012-11-26,103a
2993,"09/152,645",6426983,13551442,2012-11-26,103a
2994,"09/152,645",6426983,11971017,2012-02-17,103a
2995,"09/152,645",6426983,11971017,2012-02-17,103a
2996,"09/152,645",6426983,13551440,2013-04-08,103a
2997,"09/152,645",6426983,13551440,2013-04-08,103a
2998,"09/152,645",6426983,13551440,2013-04-08,103a
2999,"09/152,645",6426983,13551442,2013-04-09,103a
3000,"09/152,645",6426983,13551442,2013-04-09,103a
3001,"09/152,645",6426983,13551442,2013-04-09,103a
3002,"09/152,645",6426983,13551442,2013-04-09,103a
3003,"09/152,645",6426983,13551442,2013-04-09,103a
3004,"09/152,645",6426983,12473899,2013-04-24,103a
3005,"09/152,645",6426983,12473899,2013-04-24,103a
3006,"10/042,897",6799038,12940988,2011-04-20,103a
3007,"10/042,897",6799038,13214993,2011-11-01,103
3008,"10/042,897",6799038,13203731,2012-05-11,102e
3009,"08/561,010",5966120,11618245,2011-04-28,103a
3010,"08/561,010",5966120,11618245,2011-04-28,103a
3011,"08/561,010",5966120,11618245,2011-04-28,103a
3012,"08/561,010",5966120,11618245,2011-04-28,103a
3013,"08/561,010",5966120,11618245,2011-04-28,103a
3014,"08/561,010",5966120,11618245,2011-04-28,103a
3015,"08/561,010",5966120,11618245,2011-04-28,103a
3016,"08/561,010",5966120,12221975,2011-10-11,103a
3017,"08/561,010",5966120,12221975,2011-10-11,103
3018,"08/561,010",5966120,12221975,2011-10-11,103a
3019,"08/561,010",5966120,12221975,2011-10-11,103a
3020,"08/561,010",5966120,12221975,2011-10-11,103a
3021,"08/561,010",5966120,12221975,2011-10-11,103
3022,"08/561,010",5966120,12221975,2011-10-11,103a
3023,"08/561,010",5966120,12221975,2012-04-05,103a
3024,"08/561,010",5966120,12221975,2012-04-05,103a
3025,"08/561,010",5966120,12221975,2012-04-05,103a
3026,"08/561,010",5966120,12221975,2012-04-05,103a
3027,"08/561,010",5966120,12221975,2012-04-05,103a
3028,"08/561,010",5966120,12221975,2012-04-05,103a
3029,"08/561,010",5966120,12221975,2012-04-05,103a
3030,"08/561,010",5966120,12221975,2012-04-05,103a
3031,"08/561,010",5966120,12221975,2012-04-05,103a
3032,"08/561,010",5966120,12221975,2012-04-05,103a
3033,"08/827,014",6137802,10529620,2011-03-16,103a
3034,"08/827,014",6137802,12346180,2011-08-19,119a
3035,"08/827,014",6137802,12346180,2011-08-19,103a
3036,"11/427,520",7778652,12186589,2011-03-08,103a
3037,"11/427,520",7778652,12186575,2011-03-03,103a
3038,"09/088,526",6072250,13008405,2012-11-09,103a
3039,"09/088,526",6072250,12801556,2012-08-22,103a
3040,"09/088,526",6072250,12801556,2012-08-22,103a
3041,"09/088,526",6072250,13014453,2012-11-29,103a
3042,"09/629,033",6466938,12724206,2012-11-26,102
3043,"09/629,033",6466938,12724206,2012-11-26,103a
3044,"09/629,033",6466938,12724206,2012-11-26,103a
3045,"09/629,033",6466938,12724206,2012-06-21,102
3046,"09/629,033",6466938,12724206,2012-06-21,103a
3047,"09/629,033",6466938,12724206,2012-06-21,103a
3048,"09/629,033",6466938,12724206,2012-09-14,102b
3049,"09/629,033",6466938,12724206,2012-09-14,103a
3050,"09/629,033",6466938,12724206,2012-09-14,103a
3051,"10/806,581",7176980,11676150,2011-11-03,103a
3052,"10/806,581",7176980,11676150,2011-03-24,103a
3053,"10/806,581",7176980,12452589,2011-12-16,103a
3054,"09/038,918",6177881,13027086,2012-10-10,103a
3055,"09/087,165",6137994,11946197,2011-04-05,103a
3056,"09/087,165",6137994,11946197,2011-08-29,103a
3057,"09/111,941",6480096,11865308,2011-10-21,103a
3058,"09/111,941",6480096,11865308,2011-06-07,103a
3059,"09/111,941",6480096,11819832,2011-08-18,103a
3060,"09/111,941",6480096,11865308,2011-02-18,102b
3061,"09/111,941",6480096,11819832,2011-03-07,103a
3062,"09/111,941",6480096,11865308,2012-03-12,103a
3063,"11/468,974",7542422,12189389,2011-09-16,103a
3064,"11/468,974",7542422,12189389,2011-09-16,103a
3065,"11/468,974",7542422,12600084,2012-08-27,103a
3066,"10/255,340",6782251,12348287,2011-03-09,102
3067,"10/255,340",6782251,12348287,2011-03-09,103
3068,"10/255,340",6782251,12060865,2011-12-16,103a
3069,"10/255,340",6782251,12060865,2011-12-16,103a
3070,"10/255,340",6782251,12060867,2012-05-03,103a
3071,"09/578,433",6584301,11871448,2011-06-07,103a
3072,"09/578,433",6584301,12720401,2012-05-10,103a
3073,"09/545,125",6768908,11486650,2011-11-25,103a
3074,"09/932,850",7020394,12699927,2012-07-06,103
3075,"09/932,850",7020394,12699927,2012-07-06,103
3076,"09/932,850",7020394,12699927,2012-07-06,103
3077,"09/932,850",7020394,12699927,2012-01-06,103
3078,"09/932,850",7020394,12699927,2012-01-06,103
3079,"09/932,850",7020394,12699927,2012-01-06,103
3080,"09/599,355",7181223,12948267,2012-12-31,103a
3081,"09/599,355",7181223,12164121,2012-03-26,103a
3082,"08/616,797",5778030,12477587,2011-07-07,103a
3083,"11/387,750",7839927,12912961,2011-02-04,119a
3084,"09/087,889",6106969,11296495,2012-10-11,103a
3085,"09/087,889",6106969,11296495,2012-10-11,103a
3086,"09/087,889",6106969,11296495,2012-10-11,103a
3087,"09/087,889",6106969,11296495,2012-10-11,103a
3088,"09/087,889",6106969,11296495,2012-10-11,103a
3089,"09/087,889",6106969,11296495,2012-06-20,103a
3090,"08/707,543",5828295,13373179,2013-05-13,103a
3091,"12/344,760",8030914,12853715,2013-02-13,103a
3092,"08/728,731",5855003,11929301,2011-01-10,103a
3093,"09/591,682",7089344,11962658,2011-10-20,103a
3094,"12/032,258",8015005,12817233,2013-02-15,103a
3095,"12/032,258",8015005,12817233,2013-02-15,103a
3096,"10/411,063",7231516,11931546,2011-06-17,103a
3097,"10/411,063",7231516,11691730,2011-07-28,103a
3098,"10/411,063",7231516,11691730,2011-07-28,103a
3099,"10/411,063",7231516,11931546,2011-12-16,103a
3100,"10/411,063",7231516,11150416,2011-11-16,103
3101,"10/411,063",7231516,11496459,2012-05-11,103a
3102,"11/616,111",7996019,13028020,2012-08-24,102e
3103,"11/756,034",7944981,13031744,2011-09-15,119
3104,"11/756,034",7944981,13031744,2011-06-23,101
3105,"11/756,034",7944981,13031744,2013-01-30,119a
3106,"12/726,747",8017864,13326621,2014-04-21,103a
3107,"11/682,947",7873010,12745803,2012-08-23,103a
3108,"09/590,594",7054386,11739189,2011-01-12,103a
3109,"09/590,594",7054386,11739189,2011-01-12,103a
3110,"09/590,594",7054386,11739189,2011-01-12,103a
3111,"09/590,594",7054386,11739189,2011-01-12,103a
3112,"09/590,594",7054386,11739189,2011-01-12,103a
3113,"09/590,594",7054386,12096119,2011-04-01,103a
3114,"08/949,111",6061449,11785281,2011-09-13,103a
3115,"08/949,111",6061449,12262092,2011-04-25,103a
3116,"08/949,111",6061449,11785281,2011-03-14,103a
3117,"08/949,111",6061449,12262092,2011-10-17,103a
3118,"08/949,111",6061449,11785281,2011-12-27,103a
3119,"08/949,111",6061449,12837271,2012-05-02,103a
3120,"08/949,111",6061449,13053075,2012-10-12,103a
3121,"08/949,111",6061449,12837271,2012-12-06,103a
3122,"08/949,111",6061449,13237317,2012-11-21,103a
3123,"08/949,111",6061449,12262092,2012-05-22,103a
3124,"08/949,111",6061449,12262092,2012-09-21,103a
3125,"08/949,111",6061449,12262092,2013-02-28,103a
3126,"08/949,111",6061449,12262092,2013-06-10,103a
3127,"09/503,021",6304581,11562120,2013-10-16,119a
3128,"09/503,021",6304581,11562120,2013-10-16,102e
3129,"09/503,021",6304581,11562120,2014-02-21,102e
3130,"10/945,692",7242722,12746750,2012-08-14,102b
3131,"09/671,941",6996547,11633453,2011-01-11,103a
3132,"08/706,751",5945948,12482877,2011-05-12,103a
3133,"08/706,751",5945948,11559999,2011-05-11,119a
3134,"08/706,751",5945948,11559999,2011-05-11,103a
3135,"08/706,751",5945948,12851500,2012-08-14,102b
3136,"08/706,751",5945948,12851500,2012-08-14,103a
3137,"08/706,751",5945948,12851500,2012-08-14,103a
3138,"08/706,751",5945948,12851500,2012-08-14,103a
3139,"08/940,300",5872777,12208028,2011-08-25,103a
3140,"08/940,300",5872777,12208028,2011-08-25,103a
3141,"08/940,300",5872777,12208028,2011-02-15,102b
3142,"08/940,300",5872777,12208028,2011-02-15,103a
3143,"08/940,300",5872777,12526332,2011-04-01,102b
3144,"08/940,300",5872777,12526332,2011-04-01,103a
3145,"08/940,300",5872777,12208028,2011-12-16,103a
3146,"08/940,300",5872777,12208028,2011-12-16,103a
3147,"08/940,300",5872777,12392765,2011-03-02,103a
3148,"08/940,300",5872777,12208028,2012-05-23,103a
3149,"08/940,300",5872777,12208028,2012-05-23,103a
3150,"08/940,300",5872777,12208028,2012-10-02,103a
3151,"08/940,300",5872777,12208028,2012-10-02,103a
3152,"08/940,300",5872777,12208028,2013-09-23,103a
3153,"08/940,300",5872777,12208028,2013-09-23,103a
3154,"08/940,300",5872777,12208028,2013-02-08,103a
3155,"08/940,300",5872777,12208028,2013-02-08,103a
3156,"08/940,300",5872777,12208028,2013-05-09,103a
3157,"08/940,300",5872777,12208028,2013-05-09,103a
3158,"08/940,300",5872777,12208028,2014-07-31,103a
3159,"08/940,300",5872777,12208028,2014-07-31,103a
3160,"08/940,300",5872777,12208028,2014-07-31,103a
3161,"08/940,300",5872777,12208028,2014-05-07,103a
3162,"08/940,300",5872777,12208028,2014-05-07,103a
3163,"08/940,300",5872777,12208028,2014-05-07,103a
3164,"08/664,747",5692019,11960475,2011-02-22,103
3165,"08/986,137",6157726,11831711,2011-05-26,102b
3166,"09/697,587",6856628,13302855,2013-02-13,102b
3167,"09/524,309",6661853,12818078,2011-02-07,103a
3168,"09/685,447",6771657,13043234,2011-06-27,103c
3169,"09/685,447",6771657,11169680,2011-02-10,103a
3170,"09/685,447",6771657,11933483,2011-05-03,103a
3171,"09/685,447",6771657,11933483,2011-05-03,103a
3172,"09/685,447",6771657,11933483,2011-10-21,103a
3173,"09/685,447",6771657,11169680,2011-07-18,103a
3174,"09/685,447",6771657,11777014,2012-08-01,103a
3175,"09/685,447",6771657,13023817,2013-02-26,103a
3176,"09/685,447",6771657,13023817,2013-02-26,103a
3177,"09/685,447",6771657,13023817,2013-02-26,103a
3178,"09/602,977",6505049,12196609,2011-06-30,103a
3179,"09/546,337",6406808,12732906,2012-11-02,103a
3180,"09/546,337",6406808,12732906,2012-04-12,103a
3181,"09/586,064",6898285,12357976,2011-11-10,102e
3182,"09/586,064",6898285,12530306,2011-03-29,103a
3183,"09/586,064",6898285,13235872,2012-07-03,103a
3184,"09/643,121",6597890,12396240,2011-11-02,103a
3185,"09/643,121",6597890,12396240,2011-05-25,103a
3186,"09/643,121",6597890,12396259,2011-04-27,103a
3187,"09/643,121",6597890,12396259,2011-10-21,103a
3188,"09/643,121",6597890,12396258,2011-06-08,103a
3189,"09/643,121",6597890,12396258,2011-11-04,103a
3190,"09/643,121",6597890,12396258,2012-02-16,103a
3191,"09/643,121",6597890,12396259,2012-02-16,103a
3192,"08/818,114",5905803,11650922,2011-11-02,103a
3193,"08/818,114",5905803,11650922,2011-01-19,103a
3194,"11/026,727",7139586,12841285,2011-12-05,103a
3195,"10/610,746",7447735,12263819,2012-02-16,112
3196,"10/610,746",7447735,12263819,2012-02-16,112
3197,"11/351,304",7706249,12671198,2011-01-12,103a
3198,"09/086,509",6188979,12809028,2012-11-13,119
3199,"09/086,509",6188979,12809028,2012-11-13,103a
3200,"09/086,509",6188979,12809028,2012-11-13,103a
3201,"09/086,509",6188979,12809028,2012-11-13,103a
3202,"09/765,857",7076000,12629282,2011-01-05,103a
3203,"10/062,784",6687486,10946682,2011-04-13,103a
3204,"10/062,784",6687486,12206910,2012-06-26,103a
3205,"09/909,107",6483913,11951302,2011-03-16,103a
3206,"09/909,107",6483913,11951302,2012-01-06,103a
3207,"11/465,011",7257280,12495772,2011-05-26,103a
3208,"10/895,695",7443657,12849447,2012-05-24,102b
3209,"10/895,695",7443657,12851826,2012-07-05,102b
3210,"09/599,293",6401242,12499198,2011-06-13,103
3211,"09/599,293",6401242,12499198,2011-06-13,103c
3212,"09/599,293",6401242,12499198,2011-06-13,103b
3213,"09/599,293",6401242,12499198,2011-06-13,103a
3214,"09/599,293",6401242,12499198,2011-12-06,103a
